tenure,monthly_charges,total_charges,contract_type,payment_method,internet_service,senior_citizen,dependents,tech_support,streaming,churn
4,38.77,115.96,One year,Electronic check,Fiber optic,0,0,1,1,1
50,46.01,2437.61,Month-to-month,Electronic check,Fiber optic,0,0,0,0,0
7,43.4,439.71,One year,Electronic check,DSL,0,0,1,0,0
56,40.94,2244.83,Two year,Electronic check,Fiber optic,0,0,1,1,0
66,62.06,4054.5,One year,Electronic check,DSL,0,0,1,0,0
54,36.51,2099.01,Month-to-month,Electronic check,Fiber optic,0,1,1,1,0
69,90.32,6298.23,Month-to-month,Credit card,Fiber optic,0,1,0,0,0
58,13.17,922.57,Month-to-month,Electronic check,None,0,0,0,0,0
37,115.92,4300.04,Month-to-month,Electronic check,DSL,0,1,0,0,1
64,30.73,1947.81,Month-to-month,Bank transfer,Fiber optic,0,0,0,1,0
61,108.38,6612.0,Month-to-month,Electronic check,None,0,0,1,1,0
27,84.73,2359.93,Two year,Credit card,Fiber optic,0,0,1,1,0
4,107.24,406.72,Month-to-month,Electronic check,DSL,1,0,0,1,1
26,57.84,1517.57,Month-to-month,Credit card,Fiber optic,1,0,0,1,1
3,45.63,193.94,Month-to-month,Bank transfer,DSL,1,0,1,0,0
34,77.15,2571.71,One year,Electronic check,DSL,0,0,1,1,0
64,31.51,2031.49,Month-to-month,Bank transfer,Fiber optic,1,1,0,0,0
26,56.31,1383.25,Month-to-month,Electronic check,None,0,0,0,1,0
42,69.59,2924.12,Month-to-month,Credit card,DSL,1,0,1,0,0
8,23.58,168.33,Month-to-month,Electronic check,Fiber optic,0,1,0,0,1
25,98.15,2511.23,Month-to-month,Bank transfer,Fiber optic,0,0,0,0,1
62,60.42,3812.87,Two year,Bank transfer,Fiber optic,1,1,1,0,0
59,68.52,4075.14,One year,Bank transfer,DSL,0,1,1,1,0
32,84.68,2745.84,Month-to-month,Electronic check,DSL,0,0,1,1,0
26,108.81,2823.86,One year,Bank transfer,None,0,0,1,0,1
37,25.12,841.71,Two year,Electronic check,DSL,0,1,1,0,0
69,31.09,2156.18,Month-to-month,Credit card,DSL,0,1,0,1,0
70,23.61,1673.27,Month-to-month,Bank transfer,None,0,0,1,0,0
56,115.92,6535.14,Month-to-month,Credit card,None,0,0,0,0,0
29,57.44,1703.19,Month-to-month,Electronic check,Fiber optic,0,0,1,0,1
37,89.0,3352.76,One year,Credit card,None,0,0,0,0,0
16,28.31,484.89,One year,Electronic check,Fiber optic,0,0,1,0,1
46,112.08,5154.18,Month-to-month,Bank transfer,DSL,0,0,1,0,0
22,23.81,587.78,Month-to-month,Bank transfer,DSL,1,0,1,1,1
3,84.28,201.33,Month-to-month,Electronic check,DSL,1,0,0,0,1
22,12.93,219.45,One year,Credit card,Fiber optic,0,0,1,1,0
30,105.07,3110.17,One year,Bank transfer,DSL,0,1,1,1,0
5,52.71,256.43,Month-to-month,Credit card,Fiber optic,0,0,1,1,0
22,79.08,1731.52,Month-to-month,Electronic check,DSL,0,0,1,0,1
61,75.93,4632.95,Two year,Credit card,Fiber optic,0,0,1,1,0
46,32.28,1484.34,Month-to-month,Electronic check,DSL,0,1,0,1,1
50,59.99,2989.51,Month-to-month,Bank transfer,Fiber optic,0,0,1,0,0
21,10.27,156.32,One year,Credit card,DSL,0,0,0,0,0
21,96.16,2003.05,Month-to-month,Electronic check,DSL,0,0,1,1,1
67,60.09,3960.17,Two year,Credit card,DSL,0,1,1,0,0
48,40.53,1956.4,Month-to-month,Credit card,DSL,0,0,1,0,1
9,53.3,397.05,One year,Credit card,DSL,0,0,0,1,1
23,54.88,1262.0,Month-to-month,Credit card,Fiber optic,0,1,1,0,1
39,27.54,1058.9,Two year,Electronic check,Fiber optic,0,0,1,1,0
14,50.3,778.7,Month-to-month,Electronic check,Fiber optic,0,0,0,1,1
14,84.42,1160.88,One year,Credit card,None,0,1,0,1,0
25,71.54,1763.12,Month-to-month,Electronic check,Fiber optic,0,0,0,0,0
15,119.13,1832.74,One year,Electronic check,DSL,1,1,0,1,1
7,92.36,656.83,Month-to-month,Credit card,Fiber optic,0,0,0,0,1
29,101.12,3001.07,Month-to-month,Credit card,DSL,0,0,0,0,1
51,26.18,1360.88,Month-to-month,Electronic check,Fiber optic,0,1,1,1,0
39,67.24,2649.36,Month-to-month,Electronic check,DSL,0,0,0,0,0
63,36.88,2345.6,Month-to-month,Electronic check,DSL,0,0,0,1,0
5,36.28,132.7,One year,Credit card,DSL,0,0,1,1,1
48,46.21,2198.43,Month-to-month,Electronic check,DSL,0,0,1,1,1
57,72.62,4135.51,Month-to-month,Bank transfer,DSL,1,1,1,0,0
43,55.6,2354.69,Month-to-month,Electronic check,DSL,0,0,1,1,0
68,53.8,3625.14,Two year,Electronic check,Fiber optic,0,1,1,1,1
37,50.19,1754.79,One year,Electronic check,Fiber optic,0,1,1,0,0
64,118.51,7622.13,Month-to-month,Bank transfer,DSL,0,1,1,1,0
17,56.47,985.34,Two year,Bank transfer,DSL,0,1,1,0,0
67,111.04,7411.28,Two year,Electronic check,Fiber optic,0,0,0,1,1
9,119.23,1098.26,Month-to-month,Electronic check,None,1,1,1,0,0
41,78.33,3176.66,Month-to-month,Electronic check,DSL,1,0,1,1,0
3,117.46,310.21,One year,Electronic check,DSL,0,1,0,0,1
44,119.98,5306.42,Month-to-month,Bank transfer,DSL,0,0,1,0,0
32,99.65,3242.75,Month-to-month,Bank transfer,DSL,0,0,1,1,0
70,88.65,6261.3,Month-to-month,Credit card,DSL,0,0,0,0,0
71,34.32,2447.77,Month-to-month,Bank transfer,DSL,0,0,1,0,0
40,30.2,1212.16,Two year,Credit card,Fiber optic,1,1,0,0,0
20,15.84,312.13,Two year,Credit card,Fiber optic,0,0,1,1,0
25,33.87,884.08,Month-to-month,Bank transfer,DSL,0,0,1,1,1
44,68.1,2961.21,Month-to-month,Credit card,DSL,1,0,1,1,0
61,58.09,3526.52,Two year,Credit card,None,0,1,0,1,1
49,93.03,4616.4,Month-to-month,Electronic check,Fiber optic,0,1,0,1,1
53,43.11,2217.92,Month-to-month,Credit card,Fiber optic,0,0,0,0,0
34,78.26,2648.81,Month-to-month,Bank transfer,Fiber optic,0,0,1,0,0
11,49.7,558.1,One year,Electronic check,Fiber optic,0,0,0,1,1
63,34.32,2101.09,Month-to-month,Bank transfer,Fiber optic,0,0,0,0,0
59,95.35,5629.22,Month-to-month,Electronic check,Fiber optic,0,1,0,0,1
20,42.19,832.42,Month-to-month,Credit card,None,0,1,1,1,1
22,67.08,1536.52,Two year,Bank transfer,DSL,0,1,0,0,0
24,37.62,892.64,Month-to-month,Bank transfer,DSL,0,0,1,1,0
4,81.32,341.33,Two year,Electronic check,Fiber optic,0,0,1,0,1
27,29.16,801.57,Month-to-month,Electronic check,Fiber optic,0,1,0,1,1
23,16.9,380.69,Month-to-month,Electronic check,DSL,1,0,1,0,1
27,78.95,2126.59,Month-to-month,Electronic check,Fiber optic,0,0,1,0,0
67,64.38,4350.49,One year,Bank transfer,DSL,0,1,0,1,0
63,81.61,5211.29,Month-to-month,Electronic check,DSL,0,0,1,1,0
19,18.59,333.17,Month-to-month,Credit card,DSL,1,1,0,0,0
32,95.52,3037.11,Month-to-month,Electronic check,DSL,0,0,0,0,1
37,15.31,528.18,Month-to-month,Electronic check,Fiber optic,1,0,0,1,1
31,115.2,3550.99,Month-to-month,Bank transfer,DSL,0,1,0,0,0
16,113.32,1770.67,Two year,Bank transfer,DSL,1,0,1,0,1
16,98.1,1572.87,One year,Bank transfer,DSL,1,0,0,0,0
12,44.41,534.85,Month-to-month,Bank transfer,DSL,0,1,1,1,1
36,81.02,2891.66,One year,Electronic check,Fiber optic,0,0,0,1,0
17,119.1,2001.03,Month-to-month,Bank transfer,Fiber optic,0,0,1,1,1
50,88.88,4542.73,One year,Electronic check,None,0,0,1,0,0
33,82.66,2755.32,Month-to-month,Electronic check,None,0,1,0,0,1
13,13.32,184.6,Month-to-month,Electronic check,Fiber optic,0,0,1,0,1
12,14.0,244.19,One year,Credit card,DSL,0,0,1,1,1
64,79.14,5009.85,Month-to-month,Credit card,DSL,1,1,1,0,0
30,61.17,1829.96,Two year,Electronic check,Fiber optic,1,0,0,1,1
36,63.95,2361.02,Month-to-month,Electronic check,DSL,0,0,0,0,0
17,31.09,552.36,Month-to-month,Electronic check,DSL,0,0,0,0,1
46,43.56,2031.28,Two year,Electronic check,DSL,0,0,1,1,0
22,107.88,2377.56,One year,Bank transfer,Fiber optic,0,1,0,0,1
35,50.15,1761.23,Two year,Credit card,DSL,0,0,1,1,1
53,116.8,6267.99,Month-to-month,Bank transfer,DSL,0,1,0,0,1
54,28.35,1624.63,Month-to-month,Electronic check,Fiber optic,0,1,1,0,1
18,68.5,1217.35,One year,Electronic check,Fiber optic,0,0,0,0,1
23,80.21,1831.98,Month-to-month,Credit card,None,0,0,0,1,1
48,85.47,4046.62,One year,Bank transfer,Fiber optic,1,0,1,0,1
4,98.6,385.43,Month-to-month,Electronic check,Fiber optic,1,0,0,0,1
15,93.19,1359.12,Two year,Bank transfer,DSL,1,0,1,1,0
42,99.97,4199.22,One year,Credit card,None,0,1,0,0,1
31,16.5,555.19,Month-to-month,Electronic check,None,0,0,1,1,1
21,18.89,375.5,Month-to-month,Bank transfer,Fiber optic,0,1,0,1,0
68,24.64,1687.48,Month-to-month,Electronic check,Fiber optic,0,1,0,1,0
6,31.78,160.16,Month-to-month,Electronic check,None,1,1,1,0,0
56,89.0,5016.31,Month-to-month,Bank transfer,DSL,0,0,1,0,0
9,69.17,644.73,Two year,Bank transfer,Fiber optic,0,1,1,0,1
14,87.76,1195.04,Month-to-month,Electronic check,DSL,0,0,1,1,0
49,75.91,3659.85,Month-to-month,Credit card,DSL,0,0,0,0,0
40,71.57,2875.28,Month-to-month,Electronic check,Fiber optic,0,0,0,0,1
49,30.43,1411.89,Month-to-month,Bank transfer,Fiber optic,0,1,1,0,0
30,104.62,3141.04,One year,Electronic check,Fiber optic,0,0,0,1,0
13,95.01,1259.37,Month-to-month,Electronic check,Fiber optic,0,1,0,1,1
58,93.16,5287.01,Two year,Electronic check,Fiber optic,0,1,0,1,1
41,112.49,4608.12,One year,Bank transfer,Fiber optic,0,0,0,1,1
12,53.5,657.99,Month-to-month,Bank transfer,None,0,1,0,0,0
66,56.41,3745.02,One year,Electronic check,Fiber optic,0,0,0,1,1
42,61.82,2551.23,Month-to-month,Bank transfer,Fiber optic,0,0,1,0,1
2,48.47,112.91,One year,Electronic check,None,0,1,1,0,0
13,66.23,878.19,Month-to-month,Electronic check,Fiber optic,0,1,1,0,1
7,78.88,573.8,One year,Bank transfer,None,0,0,1,0,0
48,74.62,3568.51,Month-to-month,Electronic check,Fiber optic,0,0,0,0,0
11,29.41,363.35,Month-to-month,Credit card,Fiber optic,0,0,0,0,1
55,89.77,4985.76,Month-to-month,Credit card,None,0,0,1,1,0
26,17.77,557.21,Two year,Electronic check,DSL,0,0,1,0,0
49,32.79,1616.82,Month-to-month,Electronic check,DSL,0,0,0,0,0
39,53.64,2103.85,One year,Bank transfer,Fiber optic,0,0,0,1,0
55,100.95,5546.47,One year,Credit card,Fiber optic,1,1,1,0,0
71,37.73,2748.55,Month-to-month,Bank transfer,Fiber optic,0,1,1,1,1
57,101.02,5733.04,Month-to-month,Electronic check,None,0,0,0,0,1
15,73.86,1109.22,Two year,Electronic check,Fiber optic,0,0,1,0,1
2,86.9,224.5,Month-to-month,Electronic check,Fiber optic,0,0,1,0,1
31,42.6,1340.84,Month-to-month,Electronic check,Fiber optic,0,0,0,1,1
60,116.82,7020.39,Two year,Electronic check,DSL,0,0,0,1,1
65,81.61,5311.65,One year,Credit card,Fiber optic,0,0,1,0,0
29,18.85,559.15,One year,Electronic check,DSL,0,0,0,0,1
6,98.7,605.51,Month-to-month,Credit card,DSL,0,0,0,1,1
21,61.4,1344.34,Month-to-month,Electronic check,DSL,0,0,1,0,0
41,101.83,4208.59,Month-to-month,Electronic check,DSL,1,0,0,0,1
66,87.06,5686.72,One year,Electronic check,Fiber optic,0,0,0,0,0
59,116.28,6813.36,Month-to-month,Bank transfer,Fiber optic,1,1,1,1,0
46,110.01,5108.46,Two year,Credit card,Fiber optic,0,1,1,1,1
16,83.31,1401.85,Month-to-month,Electronic check,None,0,0,0,1,0
54,94.2,5092.55,One year,Credit card,Fiber optic,0,1,1,1,1
10,16.61,135.85,Month-to-month,Bank transfer,Fiber optic,0,1,0,0,0
26,97.44,2596.64,Two year,Bank transfer,Fiber optic,0,0,0,0,1
34,90.88,3123.77,One year,Bank transfer,DSL,0,0,0,1,0
3,113.76,359.27,Month-to-month,Electronic check,Fiber optic,0,0,0,1,1
39,93.06,3573.54,Month-to-month,Credit card,Fiber optic,0,0,0,1,0
1,77.86,34.34,Month-to-month,Credit card,Fiber optic,0,0,1,0,0
65,95.63,6147.05,One year,Electronic check,Fiber optic,0,0,1,0,0
9,76.26,677.94,Month-to-month,Credit card,Fiber optic,0,1,0,1,1
7,63.1,466.89,One year,Electronic check,Fiber optic,0,1,0,0,0
8,117.78,909.58,Month-to-month,Credit card,DSL,0,1,1,0,1
5,64.37,242.97,One year,Bank transfer,DSL,0,0,1,0,0
70,21.11,1458.34,One year,Bank transfer,Fiber optic,0,1,1,1,0
61,15.02,895.46,One year,Credit card,DSL,0,0,1,1,0
48,50.58,2381.34,Month-to-month,Credit card,Fiber optic,0,0,0,0,0
63,60.19,3815.27,One year,Electronic check,Fiber optic,1,0,0,0,0
31,71.19,2267.44,Month-to-month,Bank transfer,None,0,1,1,0,0
50,17.66,908.34,Month-to-month,Bank transfer,DSL,0,1,0,0,0
6,70.54,450.62,Two year,Electronic check,DSL,0,0,1,1,1
62,115.44,7110.79,One year,Electronic check,Fiber optic,0,0,1,0,0
1,92.69,124.62,One year,Bank transfer,Fiber optic,0,0,1,0,0
40,87.37,3489.93,Month-to-month,Electronic check,Fiber optic,0,0,0,0,1
17,66.67,1130.3,Month-to-month,Credit card,DSL,1,1,0,1,1
57,107.28,6050.13,Month-to-month,Credit card,Fiber optic,0,0,1,1,1
68,20.0,1373.3,One year,Bank transfer,DSL,0,1,1,0,0
5,95.52,440.54,Month-to-month,Credit card,DSL,0,0,1,0,1
7,88.46,675.14,One year,Electronic check,DSL,0,0,0,1,0
38,51.61,1938.1,Month-to-month,Electronic check,Fiber optic,0,0,1,0,0
7,63.96,374.68,One year,Electronic check,DSL,0,1,1,0,0
8,26.72,188.35,Two year,Credit card,DSL,0,1,0,0,0
7,10.69,47.1,Month-to-month,Electronic check,DSL,0,0,0,0,1
48,46.93,2222.33,Month-to-month,Electronic check,None,0,0,0,0,1
53,47.19,2498.08,Month-to-month,Electronic check,Fiber optic,0,0,0,1,1
34,67.26,2287.65,One year,Credit card,Fiber optic,1,0,1,0,1
47,48.05,2253.93,Month-to-month,Bank transfer,Fiber optic,0,1,1,1,1
25,107.83,2718.58,Month-to-month,Credit card,Fiber optic,0,0,1,0,1
49,25.87,1260.94,Month-to-month,Electronic check,None,0,0,1,0,1
59,100.63,5864.32,Month-to-month,Bank transfer,Fiber optic,0,1,0,1,1
16,69.87,1151.69,Month-to-month,Electronic check,Fiber optic,0,1,0,0,0
66,34.34,2274.88,Month-to-month,Electronic check,Fiber optic,0,0,0,1,0
8,106.36,835.48,One year,Bank transfer,Fiber optic,0,0,1,0,1
30,70.84,2047.76,One year,Bank transfer,Fiber optic,0,0,0,0,1
27,20.63,523.37,One year,Electronic check,Fiber optic,0,1,1,1,0
28,105.33,2887.36,Month-to-month,Electronic check,DSL,1,0,0,0,1
48,39.97,1913.4,One year,Electronic check,DSL,0,1,1,1,1
47,72.87,3361.47,Month-to-month,Electronic check,DSL,0,1,0,0,0
53,84.68,4549.48,Two year,Electronic check,Fiber optic,0,0,0,1,0
4,91.84,374.21,Month-to-month,Electronic check,None,0,0,0,1,1
28,88.82,2514.35,Month-to-month,Credit card,None,0,1,0,0,1
17,101.47,1699.31,Month-to-month,Electronic check,Fiber optic,1,0,1,1,1
60,94.76,5553.75,Month-to-month,Electronic check,Fiber optic,0,1,0,1,0
54,30.75,1754.13,Month-to-month,Credit card,None,1,0,1,0,0
19,71.28,1416.35,One year,Electronic check,DSL,1,0,1,0,1
10,64.31,625.13,Month-to-month,Credit card,DSL,0,0,1,1,1
45,24.66,1129.83,One year,Bank transfer,DSL,0,1,0,1,1
10,57.66,654.06,One year,Credit card,Fiber optic,0,1,0,0,1
3,95.44,328.58,Month-to-month,Electronic check,Fiber optic,0,1,0,1,1
69,58.9,4019.89,Month-to-month,Bank transfer,DSL,0,0,0,1,0
3,53.13,142.87,Month-to-month,Electronic check,Fiber optic,0,0,1,0,0
70,62.39,4431.6,Two year,Bank transfer,DSL,0,1,1,0,0
67,72.14,4921.36,Month-to-month,Electronic check,Fiber optic,0,0,0,0,0
50,94.14,4735.29,Month-to-month,Electronic check,None,0,0,0,1,0
67,103.86,6967.16,One year,Electronic check,Fiber optic,0,0,0,0,1
25,41.79,1091.01,Month-to-month,Electronic check,Fiber optic,0,0,1,0,1
50,39.0,1982.73,Two year,Bank transfer,DSL,1,1,1,0,0
47,44.76,2199.64,Month-to-month,Bank transfer,Fiber optic,1,0,1,1,0
39,105.16,4100.26,Month-to-month,Electronic check,None,0,1,0,0,1
53,109.06,5777.66,Month-to-month,Credit card,DSL,1,0,1,0,0
24,47.6,1122.96,Month-to-month,Credit card,None,0,1,0,1,0
20,101.68,2107.61,Two year,Electronic check,Fiber optic,0,1,1,1,1
3,69.88,187.41,One year,Credit card,DSL,0,1,0,0,1
38,115.37,4405.52,Two year,Electronic check,DSL,1,1,1,0,0
44,72.7,3187.78,Month-to-month,Electronic check,None,0,1,0,0,1
54,109.46,5962.43,One year,Credit card,Fiber optic,0,1,1,1,0
48,70.99,3452.77,Two year,Credit card,DSL,0,1,1,0,0
9,48.41,436.9,Two year,Credit card,DSL,0,0,1,0,1
32,103.41,3346.5,Two year,Electronic check,DSL,1,1,0,1,0
28,47.11,1303.37,Month-to-month,Electronic check,Fiber optic,0,1,0,1,1
67,96.75,6482.4,Month-to-month,Electronic check,Fiber optic,0,0,1,0,0
68,68.37,4721.89,Month-to-month,Bank transfer,Fiber optic,0,0,1,1,0
55,45.59,2538.56,One year,Electronic check,Fiber optic,0,1,1,0,0
23,62.38,1375.53,One year,Credit card,DSL,0,0,0,0,1
30,109.67,3278.66,Month-to-month,Electronic check,None,0,0,1,0,1
42,42.71,1761.11,Month-to-month,Electronic check,DSL,1,0,1,1,0
36,19.5,723.88,One year,Bank transfer,Fiber optic,0,1,1,0,0
26,109.43,2803.24,One year,Bank transfer,DSL,0,1,0,0,1
31,22.98,684.97,Month-to-month,Credit card,Fiber optic,0,1,0,0,0
9,35.4,369.03,Two year,Credit card,Fiber optic,1,1,0,1,1
23,62.77,1367.18,Month-to-month,Bank transfer,DSL,0,0,1,0,1
71,95.78,6859.62,One year,Electronic check,DSL,0,0,0,0,1
70,117.53,8212.62,Month-to-month,Electronic check,Fiber optic,0,0,0,1,0
62,30.55,1920.37,Month-to-month,Electronic check,DSL,0,0,1,1,1
33,35.57,1196.18,Month-to-month,Bank transfer,None,0,0,0,0,1
44,119.58,5201.72,Month-to-month,Electronic check,Fiber optic,0,0,1,0,0
46,71.91,3342.11,One year,Credit card,Fiber optic,0,1,0,0,1
61,104.79,6353.05,One year,Electronic check,None,1,0,1,1,0
43,50.21,2168.44,Month-to-month,Electronic check,Fiber optic,1,0,0,0,0
5,41.9,73.77,Two year,Electronic check,Fiber optic,0,0,1,0,1
3,106.25,374.62,Month-to-month,Credit card,Fiber optic,1,1,1,0,0
70,32.73,2296.74,Month-to-month,Electronic check,Fiber optic,0,1,0,0,0
48,39.19,1871.63,One year,Electronic check,Fiber optic,0,0,0,1,0
56,50.53,2868.36,Two year,Electronic check,Fiber optic,0,1,1,0,1
23,46.86,1103.24,One year,Bank transfer,None,0,0,1,0,0
25,28.31,776.64,One year,Bank transfer,Fiber optic,0,1,1,1,1
49,41.87,2054.27,One year,Bank transfer,Fiber optic,0,1,0,0,0
66,29.06,1922.2,Month-to-month,Electronic check,Fiber optic,0,0,1,0,0
62,68.59,4288.98,Month-to-month,Credit card,Fiber optic,0,0,1,1,1
70,86.4,6084.71,Month-to-month,Electronic check,Fiber optic,0,1,1,1,1
33,66.73,2210.62,Month-to-month,Electronic check,DSL,0,1,0,0,0
69,17.77,1275.53,Month-to-month,Bank transfer,Fiber optic,0,1,1,1,0
21,74.94,1525.34,Month-to-month,Bank transfer,Fiber optic,0,0,1,0,0
64,88.42,5707.46,Month-to-month,Credit card,None,0,0,1,1,0
32,29.45,1004.5,Month-to-month,Credit card,Fiber optic,0,1,0,0,1
49,63.29,3041.31,One year,Bank transfer,Fiber optic,0,0,1,0,1
33,116.78,3892.36,One year,Electronic check,None,0,0,1,0,1
50,100.98,5061.66,One year,Electronic check,None,0,1,0,0,1
53,60.15,3229.2,Month-to-month,Electronic check,Fiber optic,1,0,1,1,1
28,38.5,1026.0,Month-to-month,Credit card,DSL,0,0,1,1,0
24,27.63,633.89,Month-to-month,Electronic check,DSL,0,0,0,0,1
11,15.04,93.49,Month-to-month,Electronic check,DSL,0,0,1,0,0
39,35.78,1402.94,Month-to-month,Credit card,Fiber optic,0,1,0,0,1
9,63.72,585.4,Month-to-month,Electronic check,DSL,0,0,1,0,0
11,64.84,736.05,Month-to-month,Credit card,Fiber optic,0,0,1,1,1
4,28.99,222.72,One year,Electronic check,Fiber optic,0,1,1,1,0
58,59.98,3427.37,One year,Credit card,Fiber optic,0,1,0,1,0
31,58.52,1776.1,Month-to-month,Credit card,DSL,0,1,0,0,0
56,99.04,5544.84,Month-to-month,Electronic check,DSL,0,0,0,0,1
67,111.34,7553.64,Two year,Bank transfer,DSL,0,0,0,0,1
1,115.3,52.89,Month-to-month,Electronic check,Fiber optic,0,0,1,0,1
50,63.57,3211.88,One year,Bank transfer,DSL,0,0,1,1,1
38,103.61,3937.67,Month-to-month,Electronic check,DSL,0,0,1,0,0
34,78.22,2687.71,Month-to-month,Electronic check,Fiber optic,0,0,1,0,0
6,21.19,15.65,Month-to-month,Electronic check,DSL,0,0,1,1,1
20,18.01,404.08,One year,Electronic check,DSL,1,1,1,1,1
3,76.56,215.4,Month-to-month,Credit card,DSL,1,0,1,1,1
27,84.98,2291.73,One year,Bank transfer,DSL,0,1,0,0,1
6,81.68,533.1,Month-to-month,Credit card,Fiber optic,0,1,1,1,1
55,63.23,3465.66,Month-to-month,Electronic check,DSL,0,1,1,0,0
12,75.19,835.76,Two year,Bank transfer,DSL,0,1,0,0,1
62,82.94,5117.22,One year,Electronic check,None,0,0,0,1,1
48,87.39,4253.69,Month-to-month,Electronic check,Fiber optic,0,1,0,0,1
39,25.84,1012.71,Month-to-month,Credit card,Fiber optic,1,0,1,0,0
47,62.36,2876.07,Month-to-month,Bank transfer,Fiber optic,0,0,1,0,1
21,46.42,1138.28,Month-to-month,Electronic check,DSL,1,1,0,0,1
4,63.19,179.31,Two year,Bank transfer,None,1,1,1,1,1
57,53.28,3058.27,Month-to-month,Electronic check,Fiber optic,0,0,0,1,0
69,18.02,1230.39,Month-to-month,Bank transfer,DSL,0,0,0,1,0
62,96.89,6043.47,Month-to-month,Electronic check,Fiber optic,0,0,1,0,0
7,67.42,421.99,Month-to-month,Electronic check,Fiber optic,0,1,1,1,1
24,106.21,2555.6,One year,Bank transfer,DSL,0,0,0,0,1
49,14.75,696.26,Month-to-month,Credit card,DSL,0,0,1,0,1
37,20.61,756.13,Month-to-month,Electronic check,Fiber optic,0,0,0,1,1
8,23.87,247.98,Month-to-month,Electronic check,Fiber optic,0,0,0,0,0
48,105.72,5107.73,One year,Electronic check,Fiber optic,0,0,0,0,0
7,65.75,451.56,Month-to-month,Credit card,Fiber optic,0,0,0,0,0
12,92.56,1039.84,Month-to-month,Credit card,Fiber optic,0,1,0,0,1
70,18.49,1280.01,One year,Bank transfer,DSL,0,0,1,0,0
30,92.08,2737.77,Month-to-month,Electronic check,Fiber optic,0,1,1,1,1
62,18.53,1009.54,Month-to-month,Electronic check,None,0,1,1,0,0
30,110.14,3326.02,One year,Electronic check,Fiber optic,0,0,0,0,0
52,66.34,3470.8,Month-to-month,Credit card,Fiber optic,0,0,0,1,1
43,115.53,4953.33,Month-to-month,Credit card,Fiber optic,0,0,1,0,1
53,79.86,4163.59,One year,Electronic check,Fiber optic,0,0,1,0,0
55,76.18,4171.1,Month-to-month,Electronic check,Fiber optic,0,1,1,0,0
23,28.34,585.8,One year,Electronic check,DSL,0,1,1,0,0
17,79.53,1340.04,Month-to-month,Bank transfer,Fiber optic,1,0,0,1,1
68,92.93,6346.94,Month-to-month,Electronic check,Fiber optic,0,0,1,1,0
51,77.14,3859.16,Month-to-month,Electronic check,DSL,0,0,0,1,1
27,85.82,2329.23,Month-to-month,Electronic check,None,0,1,1,0,1
62,107.26,6628.58,Two year,Bank transfer,DSL,0,0,1,0,0
38,86.64,3248.38,Month-to-month,Bank transfer,Fiber optic,0,1,0,1,0
9,80.69,807.48,Month-to-month,Electronic check,DSL,0,0,1,1,1
66,68.03,4475.79,One year,Electronic check,DSL,0,0,0,1,0
32,60.09,1991.77,Month-to-month,Credit card,Fiber optic,0,1,1,0,1
42,88.4,3694.8,Month-to-month,Credit card,DSL,0,0,1,0,1
47,101.09,4699.2,One year,Bank transfer,DSL,1,1,0,0,1
31,90.13,2838.6,One year,Electronic check,Fiber optic,0,0,1,0,1
5,21.02,67.36,Month-to-month,Electronic check,Fiber optic,0,1,1,0,0
57,38.19,2164.97,Month-to-month,Electronic check,None,0,0,1,0,0
49,77.52,3851.46,One year,Bank transfer,DSL,1,0,1,0,0
58,72.41,4214.59,One year,Electronic check,DSL,0,1,1,0,0
50,110.93,5605.8,Month-to-month,Electronic check,DSL,0,1,1,1,1
10,118.17,1129.72,One year,Electronic check,DSL,0,0,1,0,1
27,108.54,2915.22,Month-to-month,Electronic check,Fiber optic,0,1,1,0,0
30,76.64,2363.6,One year,Bank transfer,DSL,0,0,0,1,1
53,89.14,4689.35,Month-to-month,Credit card,None,0,0,0,1,1
20,103.36,2047.08,Month-to-month,Electronic check,Fiber optic,0,0,0,1,1
69,26.09,1789.48,Month-to-month,Electronic check,Fiber optic,0,0,1,0,0
42,44.41,1890.44,Two year,Electronic check,None,0,0,1,1,0
16,12.75,193.3,Month-to-month,Electronic check,Fiber optic,0,0,0,0,1
25,78.64,2068.95,Month-to-month,Bank transfer,Fiber optic,0,0,0,0,1
30,111.13,3311.04,Month-to-month,Electronic check,Fiber optic,0,1,0,0,1
2,10.52,66.82,Month-to-month,Electronic check,Fiber optic,0,0,1,0,1
59,23.89,1386.13,Month-to-month,Electronic check,Fiber optic,0,0,1,1,0
20,32.01,686.14,One year,Electronic check,Fiber optic,0,0,1,0,0
47,95.72,4467.07,One year,Credit card,Fiber optic,0,0,1,0,1
68,50.69,3359.79,One year,Bank transfer,None,0,1,0,1,0
33,31.78,1079.96,One year,Credit card,DSL,0,0,1,1,0
1,50.96,109.59,Month-to-month,Bank transfer,None,0,0,1,0,1
57,38.19,2165.5,Month-to-month,Electronic check,DSL,0,1,0,1,0
25,37.55,855.85,Month-to-month,Bank transfer,DSL,0,0,0,0,1
35,72.24,2563.12,Month-to-month,Electronic check,DSL,0,0,1,0,1
21,83.74,1729.25,Month-to-month,Electronic check,Fiber optic,0,1,0,0,1
56,37.43,2077.53,Month-to-month,Electronic check,DSL,0,0,1,1,1
53,70.49,3779.67,Month-to-month,Electronic check,Fiber optic,0,1,1,1,0
68,13.28,903.61,Month-to-month,Credit card,DSL,0,0,1,0,0
14,116.96,1668.45,Month-to-month,Bank transfer,Fiber optic,0,0,0,0,1
