order_id,order_date,customer_id,country,category,product,price,quantity,discount,returned,revenue
O101740,2023-10-18,C1801,Canada,Electronics,Smartwatch,811.06,4,0.04,0,3114.47
O100826,2023-10-18,C1585,Germany,Grocery,Coffee,10.93,2,0.14,0,18.8
O102610,2023-10-18,C1303,India,Electronics,Smartwatch,339.79,1,0.15,0,288.82
O101703,2023-10-18,C1072,USA,Electronics,Laptop,412.05,3,0.07,0,1149.62
O100885,2023-10-19,C1867,UK,Clothing,Jacket,50.48,1,0.11,0,44.93
O102883,2023-10-19,C1284,India,Home,Blender,150.25,3,0.03,0,437.23
O101081,2023-10-19,C1534,India,Home,Chair,167.76,2,0.07,0,312.03
O101217,2023-10-20,C1855,Australia,Electronics,Headphones,495.5,4,0.09,0,1803.62
O101781,2023-10-20,C1085,Germany,Grocery,Olive Oil,38.08,1,0.08,0,35.03
O101611,2023-10-20,C1276,India,Electronics,Laptop,843.35,1,0.09,0,767.45
O101565,2023-10-20,C1382,Canada,Electronics,Phone,830.22,2,0.14,0,1427.98
O101716,2023-10-20,C1606,Germany,Beauty,Shampoo,44.75,1,0.01,0,44.3
O100185,2023-10-21,C1156,USA,Electronics,Phone,746.98,1,0.17,0,619.99
O102697,2023-10-21,C1033,USA,Clothing,Shoes,94.01,1,0.09,0,85.55
O102360,2023-10-21,C1981,Canada,Beauty,Moisturizer,47.28,3,0.11,0,126.24
O101639,2023-10-21,C1433,Australia,Electronics,Headphones,303.22,3,0.0,0,909.66
O102978,2023-10-21,C1189,India,Beauty,Perfume,11.93,3,0.1,0,32.21
O101547,2023-10-22,C1927,India,Electronics,Headphones,1101.74,2,0.04,0,2115.34
O101332,2023-10-22,C1234,Canada,Home,Vacuum,77.56,2,0.12,0,136.51
O102928,2023-10-22,C1122,USA,Clothing,Jeans,94.69,4,0.1,0,340.88
O102279,2023-10-22,C1987,UK,Grocery,Pasta,33.9,4,0.12,0,119.33
O100838,2023-10-22,C1986,India,Grocery,Coffee,38.25,4,0.1,0,137.7
O100837,2023-10-23,C1019,UK,Electronics,Phone,790.91,1,0.01,0,783.0
O100820,2023-10-23,C1344,Canada,Grocery,Olive Oil,5.09,2,0.02,0,9.98
O101085,2023-10-23,C1318,Australia,Grocery,Cereal,16.95,4,0.08,0,62.38
O101111,2023-10-23,C1546,India,Clothing,Shoes,18.66,2,0.14,1,32.1
O100073,2023-10-23,C1539,India,Grocery,Pasta,15.06,3,0.06,0,42.47
O100910,2023-10-23,C1165,Germany,Clothing,Shoes,31.56,1,0.06,0,29.67
O102681,2023-10-23,C1280,Australia,Home,Blender,213.77,3,0.08,0,590.01
O100911,2023-10-24,C1656,USA,Home,Blender,78.02,2,0.12,0,137.32
O102396,2023-10-24,C1915,Canada,Clothing,Shoes,90.67,4,0.06,0,340.92
O100207,2023-10-25,C1799,India,Grocery,Coffee,37.09,1,0.09,0,33.75
O101560,2023-10-25,C1338,Germany,Grocery,Olive Oil,28.52,3,0.03,1,82.99
O101760,2023-10-25,C1918,USA,Grocery,Cereal,31.14,1,0.0,0,31.14
O102795,2023-10-27,C1617,USA,Grocery,Cereal,16.17,2,0.06,0,30.4
O101717,2023-10-27,C1884,USA,Home,Vacuum,99.68,2,0.02,0,195.37
O100782,2023-10-27,C1127,USA,Electronics,Smartwatch,435.82,4,0.13,0,1516.65
O102647,2023-10-28,C1803,Germany,Grocery,Olive Oil,9.99,2,0.07,0,18.58
O102566,2023-10-28,C1374,UK,Clothing,Jeans,102.64,1,0.02,0,100.59
O101511,2023-10-28,C1798,India,Grocery,Olive Oil,21.43,1,0.15,0,18.22
O101452,2023-10-28,C1974,India,Beauty,Shampoo,86.65,2,0.22,0,135.17
O100496,2023-10-28,C1270,USA,Grocery,Olive Oil,16.67,2,0.12,0,29.34
O101584,2023-10-28,C1190,India,Grocery,Cereal,16.29,2,0.11,0,29.0
O101291,2023-10-28,C1184,UK,Grocery,Olive Oil,33.06,2,0.1,0,59.51
O102270,2023-10-29,C1570,UK,Clothing,Jeans,77.1,1,0.11,0,68.62
O102177,2023-10-29,C1112,Australia,Grocery,Pasta,24.25,1,0.08,0,22.31
O101814,2023-10-29,C1342,India,Clothing,Jacket,93.51,4,0.07,0,347.86
O102492,2023-10-29,C1607,India,Beauty,Shampoo,86.73,4,0.07,0,322.64
O102613,2023-10-29,C1699,UK,Electronics,Phone,362.22,4,0.08,1,1332.97
O102126,2023-10-29,C1871,Australia,Beauty,Perfume,66.58,4,0.09,0,242.35
O100894,2023-10-29,C1006,India,Grocery,Pasta,34.35,2,0.13,0,59.77
O100284,2023-10-29,C1517,Australia,Beauty,Serum,41.89,3,0.18,0,103.05
O101228,2023-10-29,C1816,India,Beauty,Moisturizer,73.52,2,0.13,0,127.92
O100407,2023-10-29,C1834,USA,Electronics,Laptop,894.11,4,0.13,0,3111.5
O101400,2023-10-30,C1058,India,Electronics,Laptop,1089.64,1,0.11,0,969.78
O100699,2023-10-30,C1389,Canada,Grocery,Olive Oil,33.09,4,0.04,0,127.07
O101853,2023-10-30,C1081,Australia,Clothing,Jeans,113.83,2,0.02,0,223.11
O101663,2023-10-30,C1944,India,Clothing,T-Shirt,45.46,4,0.03,0,176.38
O102247,2023-10-30,C1551,UK,Electronics,Laptop,528.52,2,0.05,0,1004.19
O102872,2023-10-30,C1320,USA,Grocery,Pasta,31.03,1,0.11,0,27.62
O101585,2023-10-30,C1314,USA,Clothing,Jeans,112.24,3,0.11,0,299.68
O100624,2023-10-30,C1193,USA,Grocery,Coffee,38.92,1,0.09,0,35.42
O101670,2023-10-31,C1967,Australia,Grocery,Cereal,39.94,4,0.09,0,145.38
O101715,2023-10-31,C1206,Germany,Grocery,Olive Oil,28.04,3,0.06,1,79.07
O102833,2023-10-31,C1807,UK,Clothing,Shoes,88.18,3,0.1,0,238.09
O102556,2023-10-31,C1247,Germany,Beauty,Perfume,49.49,4,0.04,0,190.04
O100213,2023-10-31,C1089,India,Electronics,Headphones,1035.67,4,0.03,0,4018.4
O101480,2023-11-01,C1813,UK,Home,Chair,224.28,2,0.16,1,376.79
O102782,2023-11-01,C1878,UK,Grocery,Olive Oil,18.76,3,0.2,0,45.02
O102324,2023-11-01,C1021,Australia,Electronics,Smartwatch,363.21,4,0.1,0,1307.56
O100329,2023-11-01,C1796,India,Electronics,Phone,1156.59,2,0.16,0,1943.07
O100964,2023-11-01,C1829,India,Electronics,Smartwatch,1059.13,1,0.12,0,932.03
O100540,2023-11-01,C1614,USA,Grocery,Cereal,29.53,2,0.08,0,54.34
O101701,2023-11-01,C1255,India,Grocery,Cereal,16.84,2,0.15,0,28.63
O101603,2023-11-01,C1913,Canada,Electronics,Laptop,1031.83,4,0.12,0,3632.04
O100618,2023-11-02,C1562,India,Clothing,Shoes,103.3,2,0.05,0,196.27
O101368,2023-11-02,C1582,India,Electronics,Laptop,1163.44,3,0.15,0,2966.77
O100632,2023-11-02,C1406,USA,Beauty,Shampoo,17.08,3,0.15,1,43.55
O101630,2023-11-02,C1971,India,Grocery,Cereal,24.05,2,0.15,0,40.88
O102465,2023-11-03,C1196,Australia,Home,Lamp,190.76,2,0.0,0,381.52
O101519,2023-11-03,C1674,India,Grocery,Coffee,10.16,1,0.01,0,10.06
O102389,2023-11-03,C1574,India,Clothing,T-Shirt,62.18,4,0.08,0,228.82
O101642,2023-11-04,C1111,Germany,Home,Blender,168.42,2,0.08,0,309.89
O102012,2023-11-04,C1200,USA,Clothing,Jacket,114.82,1,0.08,0,105.63
O100637,2023-11-04,C1312,Canada,Electronics,Phone,357.68,4,0.12,0,1259.03
O100015,2023-11-05,C1532,USA,Grocery,Cereal,39.55,2,0.01,0,78.31
O101517,2023-11-05,C1364,USA,Electronics,Smartwatch,1101.95,1,0.08,0,1013.79
O100921,2023-11-05,C1126,UK,Grocery,Coffee,20.93,1,0.08,0,19.26
O101418,2023-11-05,C1395,India,Grocery,Coffee,19.56,2,0.09,0,35.6
O101238,2023-11-06,C1764,Germany,Beauty,Shampoo,37.48,4,0.1,0,134.93
O101091,2023-11-06,C1310,USA,Electronics,Smartwatch,362.9,3,0.02,0,1066.93
O101464,2023-11-06,C1160,India,Grocery,Coffee,12.03,2,0.12,0,21.17
O101189,2023-11-07,C1957,India,Electronics,Smartwatch,1082.42,1,0.07,0,1006.65
O101655,2023-11-07,C1155,USA,Electronics,Phone,528.42,3,0.15,0,1347.47
O101890,2023-11-07,C1550,USA,Grocery,Pasta,29.85,2,0.07,0,55.52
O101854,2023-11-07,C1844,India,Clothing,Jeans,77.91,2,0.1,0,140.24
O102687,2023-11-07,C1223,USA,Beauty,Serum,62.29,3,0.06,0,175.66
O101096,2023-11-08,C1388,Australia,Electronics,Headphones,891.36,2,0.03,0,1729.24
O101523,2023-11-08,C1252,Australia,Clothing,Jacket,34.7,2,0.14,0,59.68
O100709,2023-11-08,C1554,India,Grocery,Coffee,24.74,2,0.06,0,46.51
O101757,2023-11-08,C1295,USA,Grocery,Pasta,12.18,1,0.16,0,10.23
O102280,2023-11-09,C1107,Germany,Beauty,Shampoo,38.13,1,0.05,0,36.22
O102941,2023-11-09,C1395,USA,Home,Vacuum,49.56,1,0.07,0,46.09
O102491,2023-11-09,C1889,India,Electronics,Headphones,342.85,2,0.16,0,575.99
O102316,2023-11-09,C1760,USA,Clothing,T-Shirt,46.52,3,0.2,0,111.65
O100992,2023-11-09,C1690,India,Electronics,Phone,1137.6,2,0.07,0,2115.94
O100925,2023-11-09,C1270,India,Home,Lamp,71.67,4,0.12,0,252.28
O101596,2023-11-09,C1677,USA,Grocery,Olive Oil,29.97,3,0.09,0,81.82
O102235,2023-11-10,C1470,India,Grocery,Pasta,23.84,1,0.03,0,23.12
O102186,2023-11-10,C1161,USA,Electronics,Phone,394.03,1,0.03,0,382.21
O102467,2023-11-10,C1732,India,Grocery,Coffee,37.9,1,0.09,0,34.49
O102318,2023-11-10,C1489,Germany,Electronics,Phone,920.9,2,0.03,0,1786.55
O100024,2023-11-10,C1501,Germany,Grocery,Olive Oil,5.86,4,0.04,0,22.5
O100326,2023-11-10,C1259,Germany,Clothing,Jacket,73.67,3,0.07,0,205.54
O101501,2023-11-10,C1181,UK,Grocery,Cereal,20.59,4,0.1,0,74.12
O100750,2023-11-11,C1516,USA,Electronics,Headphones,993.12,3,0.0,0,2979.36
O101287,2023-11-12,C1533,India,Beauty,Serum,73.77,4,0.02,0,289.18
O100558,2023-11-12,C1964,India,Electronics,Headphones,706.27,1,0.07,0,656.83
O100043,2023-11-12,C1396,India,Grocery,Coffee,27.32,3,0.06,0,77.04
O101896,2023-11-12,C1485,India,Beauty,Perfume,85.28,1,0.05,0,81.02
O101481,2023-11-13,C1689,India,Clothing,T-Shirt,104.75,1,0.04,0,100.56
O101134,2023-11-14,C1671,Germany,Home,Vacuum,198.52,1,0.12,0,174.7
O101490,2023-11-14,C1766,UK,Grocery,Cereal,17.82,4,0.18,0,58.45
O101567,2023-11-14,C1682,India,Clothing,Shoes,62.43,2,0.04,0,119.87
O101492,2023-11-14,C1454,Canada,Electronics,Headphones,418.01,2,0.07,0,777.5
O101200,2023-11-14,C1498,UK,Electronics,Laptop,601.58,2,0.01,0,1191.13
O100961,2023-11-14,C1060,Canada,Clothing,Shoes,39.52,1,0.09,0,35.96
O100811,2023-11-14,C1424,India,Home,Vacuum,37.9,3,0.11,0,101.19
O100153,2023-11-14,C1518,Canada,Home,Vacuum,74.47,3,0.1,0,201.07
O102619,2023-11-14,C1473,India,Grocery,Pasta,6.87,1,0.03,0,6.66
O101293,2023-11-14,C1291,India,Clothing,T-Shirt,117.66,2,0.02,0,230.61
O100805,2023-11-15,C1317,USA,Grocery,Pasta,9.23,1,0.03,0,8.95
O102229,2023-11-15,C1069,Germany,Home,Blender,89.63,3,0.1,0,242.0
O101227,2023-11-15,C1313,India,Grocery,Pasta,31.19,3,0.09,0,85.15
O101806,2023-11-16,C1127,India,Grocery,Cereal,28.89,2,0.12,0,50.85
O102078,2023-11-16,C1944,Canada,Clothing,T-Shirt,83.93,3,0.09,0,229.13
O100748,2023-11-16,C1901,Germany,Clothing,T-Shirt,109.14,4,0.05,0,414.73
O100821,2023-11-16,C1802,Germany,Home,Blender,119.5,2,0.08,0,219.88
O101445,2023-11-16,C1922,India,Beauty,Perfume,32.79,4,0.12,0,115.42
O100793,2023-11-16,C1568,USA,Electronics,Phone,368.27,1,0.07,1,342.49
O102864,2023-11-16,C1863,India,Grocery,Coffee,8.33,1,0.07,0,7.75
O102533,2023-11-16,C1598,USA,Clothing,Shoes,68.81,2,0.05,0,130.74
O101869,2023-11-17,C1438,USA,Clothing,Jeans,50.26,4,0.12,0,176.92
O100804,2023-11-17,C1411,India,Clothing,Shoes,91.13,3,0.08,0,251.52
O102935,2023-11-17,C1754,India,Grocery,Pasta,16.14,3,0.01,0,47.94
O100314,2023-11-17,C1138,India,Beauty,Shampoo,70.78,3,0.11,0,188.98
O102920,2023-11-18,C1163,India,Home,Blender,97.08,3,0.04,0,279.59
O100769,2023-11-18,C1558,India,Grocery,Pasta,25.16,2,0.04,0,48.31
O101268,2023-11-19,C1658,USA,Grocery,Cereal,18.51,3,0.03,0,53.86
O101296,2023-11-19,C1115,India,Beauty,Shampoo,78.6,4,0.13,0,273.53
O100292,2023-11-19,C1720,India,Home,Lamp,98.4,4,0.06,0,369.98
O100297,2023-11-19,C1522,USA,Beauty,Serum,86.33,2,0.1,0,155.39
O102854,2023-11-19,C1473,Canada,Beauty,Serum,66.7,3,0.07,0,186.09
O100902,2023-11-20,C1072,UK,Electronics,Phone,740.63,2,0.17,0,1229.45
O102560,2023-11-20,C1585,UK,Electronics,Laptop,1057.78,2,0.02,0,2073.25
O101682,2023-11-20,C1639,Germany,Beauty,Moisturizer,49.37,2,0.13,0,85.9
O101359,2023-11-20,C1499,Australia,Grocery,Cereal,29.58,4,0.11,0,105.3
O100881,2023-11-20,C1916,UK,Clothing,Shoes,62.35,1,0.16,0,52.37
O101215,2023-11-20,C1294,India,Clothing,Jeans,74.08,3,0.11,0,197.79
O102656,2023-11-20,C1399,India,Grocery,Coffee,28.96,1,0.08,1,26.64
O101731,2023-11-20,C1924,Germany,Home,Vacuum,117.37,2,0.02,0,230.05
O102983,2023-11-21,C1250,Canada,Clothing,Shoes,41.47,4,0.17,0,137.68
O102738,2023-11-21,C1648,USA,Grocery,Olive Oil,34.67,3,0.17,0,86.33
O102555,2023-11-21,C1236,Canada,Grocery,Coffee,8.57,3,0.16,0,21.6
O100387,2023-11-21,C1348,USA,Beauty,Perfume,89.77,1,0.0,0,89.77
O100193,2023-11-22,C1939,UK,Grocery,Coffee,20.9,3,0.18,1,51.41
O101720,2023-11-22,C1275,India,Clothing,Shoes,29.99,3,0.08,0,82.77
O100783,2023-11-22,C1821,Australia,Beauty,Moisturizer,73.41,2,0.06,0,138.01
O101343,2023-11-22,C1503,USA,Home,Blender,195.48,3,0.04,0,562.98
O102332,2023-11-23,C1528,India,Home,Blender,224.87,1,0.0,1,224.87
O102879,2023-11-23,C1670,India,Beauty,Shampoo,59.02,3,0.04,0,169.98
O100494,2023-11-23,C1835,India,Clothing,Jacket,26.36,2,0.02,0,51.67
O102522,2023-11-23,C1979,UK,Electronics,Phone,917.13,3,0.04,0,2641.33
O100957,2023-11-23,C1943,India,Electronics,Smartwatch,648.36,1,0.18,0,531.66
O101282,2023-11-24,C1383,UK,Grocery,Pasta,21.46,4,0.08,0,78.97
O101708,2023-11-24,C1233,USA,Home,Lamp,156.05,1,0.02,0,152.93
O100994,2023-11-24,C1489,India,Grocery,Pasta,19.01,2,0.08,0,34.98
O101264,2023-11-25,C1198,UK,Clothing,Jacket,74.62,4,0.14,0,256.69
O102849,2023-11-25,C1282,Australia,Electronics,Headphones,640.34,2,0.05,1,1216.65
O100806,2023-11-25,C1680,Canada,Home,Vacuum,58.8,2,0.17,0,97.61
O102086,2023-11-25,C1449,India,Clothing,Shoes,91.08,4,0.11,0,324.24
O101964,2023-11-25,C1919,Canada,Electronics,Headphones,855.56,4,0.06,0,3216.91
O101014,2023-11-26,C1444,India,Beauty,Moisturizer,67.73,1,0.0,0,67.73
O101130,2023-11-26,C1238,UK,Clothing,Jacket,113.07,3,0.12,0,298.5
O101242,2023-11-26,C1628,India,Electronics,Phone,821.84,2,0.06,0,1545.06
O100550,2023-11-26,C1963,India,Clothing,T-Shirt,62.4,3,0.07,0,174.1
O100650,2023-11-26,C1514,Australia,Electronics,Phone,1007.18,3,0.12,0,2658.96
O100139,2023-11-27,C1174,India,Clothing,Jacket,44.61,2,0.07,0,82.97
O100009,2023-11-27,C1784,India,Grocery,Olive Oil,22.49,1,0.18,0,18.44
O101693,2023-11-27,C1954,India,Home,Lamp,190.55,1,0.09,0,173.4
O101271,2023-11-28,C1428,India,Beauty,Serum,16.62,3,0.07,1,46.37
O102570,2023-11-28,C1333,USA,Electronics,Phone,716.48,4,0.01,0,2837.26
O101530,2023-11-28,C1498,India,Grocery,Cereal,39.5,1,0.09,0,35.94
O102640,2023-11-28,C1375,UK,Grocery,Olive Oil,38.08,2,0.12,1,67.02
O102663,2023-11-28,C1292,Canada,Clothing,Jacket,101.77,1,0.12,0,89.56
O102633,2023-11-29,C1140,UK,Electronics,Headphones,612.9,4,0.04,0,2353.54
O101609,2023-11-30,C1470,India,Clothing,Jacket,76.35,3,0.03,0,222.18
O102537,2023-11-30,C1112,Canada,Clothing,Jeans,118.74,2,0.04,0,227.98
O101734,2023-11-30,C1522,USA,Beauty,Serum,87.54,2,0.18,0,143.57
O100813,2023-11-30,C1730,USA,Electronics,Laptop,919.89,3,0.09,0,2511.3
O101562,2023-11-30,C1067,UK,Electronics,Laptop,674.16,1,0.05,0,640.45
O100641,2023-12-01,C1680,Canada,Home,Blender,222.55,1,0.09,0,202.52
O101352,2023-12-01,C1868,Canada,Home,Lamp,242.19,1,0.11,0,215.55
O101156,2023-12-01,C1637,Australia,Beauty,Moisturizer,48.03,1,0.06,0,45.15
O100634,2023-12-01,C1166,India,Clothing,T-Shirt,98.08,2,0.07,0,182.43
O101545,2023-12-01,C1991,Australia,Home,Chair,176.61,2,0.07,0,328.49
O101643,2023-12-02,C1928,USA,Beauty,Moisturizer,43.39,1,0.09,0,39.48
O100390,2023-12-02,C1652,Germany,Grocery,Olive Oil,37.96,2,0.04,0,72.88
O102220,2023-12-02,C1947,Australia,Grocery,Olive Oil,27.57,2,0.0,0,55.14
O101304,2023-12-02,C1334,India,Electronics,Headphones,811.05,3,0.08,0,2238.5
O101927,2023-12-02,C1176,Australia,Grocery,Coffee,22.34,4,0.18,0,73.28
O101726,2023-12-02,C1944,USA,Beauty,Shampoo,47.64,1,0.1,0,42.88
O102944,2023-12-03,C1598,Germany,Electronics,Headphones,1069.96,3,0.06,0,3017.29
O102083,2023-12-03,C1816,Canada,Home,Vacuum,80.14,3,0.14,0,206.76
O102851,2023-12-03,C1335,USA,Electronics,Smartwatch,1019.99,1,0.11,0,907.79
O100694,2023-12-03,C1338,UK,Beauty,Moisturizer,19.08,4,0.16,0,64.11
O100238,2023-12-04,C1101,India,Beauty,Serum,52.52,4,0.2,0,168.06
O101446,2023-12-04,C1867,Germany,Home,Vacuum,25.58,1,0.06,1,24.05
O100203,2023-12-04,C1979,India,Beauty,Moisturizer,60.99,3,0.11,0,162.84
O102466,2023-12-04,C1884,Germany,Grocery,Coffee,38.21,1,0.07,0,35.54
O102006,2023-12-04,C1566,Germany,Clothing,T-Shirt,22.72,3,0.09,0,62.03
O100074,2023-12-04,C1487,Canada,Beauty,Serum,22.83,3,0.05,0,65.07
O100488,2023-12-05,C1614,USA,Electronics,Smartwatch,579.36,1,0.05,0,550.39
O101137,2023-12-05,C1494,UK,Home,Vacuum,90.23,4,0.07,1,335.66
O101208,2023-12-06,C1204,Canada,Clothing,Jeans,42.47,2,0.03,0,82.39
O100138,2023-12-06,C1698,UK,Electronics,Phone,977.54,1,0.05,0,928.66
O100048,2023-12-06,C1648,UK,Clothing,Jacket,103.89,1,0.12,0,91.42
O101884,2023-12-07,C1187,Canada,Clothing,Jeans,72.08,2,0.13,0,125.42
O101646,2023-12-07,C1042,USA,Electronics,Headphones,473.52,2,0.03,0,918.63
O102792,2023-12-07,C1558,USA,Clothing,T-Shirt,73.9,4,0.08,0,271.95
O102618,2023-12-07,C1641,USA,Clothing,Jeans,38.34,2,0.0,0,76.68
O100376,2023-12-07,C1763,India,Home,Blender,117.71,2,0.07,0,218.94
O101069,2023-12-08,C1595,USA,Grocery,Coffee,30.43,1,0.2,0,24.34
O100491,2023-12-08,C1493,USA,Beauty,Perfume,35.46,4,0.04,0,136.17
O100328,2023-12-08,C1882,Canada,Home,Chair,42.22,2,0.12,0,74.31
O102290,2023-12-08,C1892,India,Beauty,Moisturizer,23.01,3,0.08,0,63.51
O101895,2023-12-08,C1186,USA,Grocery,Pasta,11.66,2,0.04,0,22.39
O101840,2023-12-08,C1974,Germany,Grocery,Cereal,35.86,2,0.03,0,69.57
O100437,2023-12-08,C1854,UK,Grocery,Cereal,11.59,3,0.08,0,31.99
O100952,2023-12-08,C1574,India,Clothing,Jacket,111.75,2,0.07,0,207.86
O102567,2023-12-09,C1638,India,Electronics,Headphones,802.55,4,0.03,0,3113.89
O102654,2023-12-09,C1925,UK,Grocery,Pasta,35.12,1,0.09,0,31.96
O102980,2023-12-09,C1799,USA,Grocery,Olive Oil,23.42,2,0.0,1,46.84
O101719,2023-12-09,C1365,USA,Electronics,Phone,1042.69,3,0.08,0,2877.82
O102785,2023-12-09,C1606,India,Grocery,Coffee,14.71,1,0.06,0,13.83
O100016,2023-12-10,C1851,India,Home,Chair,222.79,2,0.08,0,409.93
O102359,2023-12-10,C1708,India,Beauty,Shampoo,77.4,1,0.08,0,71.21
O102623,2023-12-10,C1590,India,Clothing,T-Shirt,38.69,3,0.12,0,102.14
O100085,2023-12-10,C1048,UK,Home,Vacuum,65.29,2,0.03,0,126.66
O101439,2023-12-10,C1991,USA,Electronics,Smartwatch,606.99,1,0.13,1,528.08
O101221,2023-12-10,C1268,India,Electronics,Headphones,462.35,4,0.0,0,1849.4
O101694,2023-12-10,C1238,USA,Home,Chair,157.87,3,0.13,0,412.04
O102747,2023-12-10,C1383,UK,Beauty,Perfume,64.04,3,0.09,0,174.83
O101229,2023-12-10,C1102,India,Clothing,Shoes,116.74,3,0.05,0,332.71
O101312,2023-12-11,C1850,India,Home,Lamp,161.69,2,0.05,0,307.21
O101747,2023-12-11,C1927,India,Electronics,Phone,565.73,3,0.05,0,1612.33
O101665,2023-12-11,C1833,India,Beauty,Perfume,38.3,4,0.04,0,147.07
O101955,2023-12-11,C1716,India,Electronics,Phone,398.8,1,0.08,0,366.9
O102134,2023-12-11,C1608,India,Beauty,Perfume,42.86,1,0.21,0,33.86
O100345,2023-12-12,C1477,UK,Electronics,Headphones,712.45,1,0.05,0,676.83
O100197,2023-12-12,C1103,India,Grocery,Pasta,33.85,4,0.09,0,123.21
O100210,2023-12-12,C1232,USA,Clothing,Shoes,98.31,2,0.13,0,171.06
O100046,2023-12-12,C1897,India,Electronics,Smartwatch,1049.64,2,0.0,0,2099.28
O100914,2023-12-12,C1794,USA,Grocery,Coffee,19.19,3,0.14,0,49.51
O100679,2023-12-12,C1800,Canada,Electronics,Smartwatch,843.78,3,0.0,0,2531.34
O100893,2023-12-12,C1067,USA,Electronics,Laptop,1093.55,3,0.0,0,3280.65
O102593,2023-12-13,C1977,India,Electronics,Headphones,330.64,2,0.1,0,595.15
O100935,2023-12-13,C1784,USA,Clothing,Jeans,97.73,3,0.12,0,258.01
O101864,2023-12-14,C1760,USA,Grocery,Cereal,25.09,4,0.12,0,88.32
O102585,2023-12-14,C1720,USA,Home,Chair,246.11,1,0.07,1,228.88
O100556,2023-12-14,C1750,India,Home,Chair,87.02,4,0.05,0,330.68
O100610,2023-12-14,C1634,Germany,Grocery,Cereal,27.56,3,0.01,0,81.85
O100517,2023-12-14,C1470,Germany,Electronics,Smartwatch,904.75,2,0.02,0,1773.31
O100141,2023-12-14,C1744,USA,Grocery,Cereal,23.27,1,0.14,0,20.01
O102272,2023-12-15,C1513,Canada,Grocery,Pasta,21.83,2,0.08,0,40.17
O101425,2023-12-15,C1368,India,Grocery,Olive Oil,17.18,4,0.11,0,61.16
O100282,2023-12-15,C1002,USA,Grocery,Pasta,24.49,4,0.08,0,90.12
O101181,2023-12-15,C1411,Germany,Home,Blender,163.28,2,0.1,0,293.9
O100195,2023-12-15,C1515,India,Grocery,Olive Oil,34.24,3,0.11,0,91.42
O102862,2023-12-15,C1200,India,Electronics,Phone,1167.46,4,0.06,0,4389.65
O100990,2023-12-15,C1749,Australia,Electronics,Headphones,1111.91,3,0.19,0,2701.94
O100823,2023-12-15,C1513,India,Grocery,Olive Oil,27.32,1,0.13,0,23.77
O101294,2023-12-15,C1334,India,Home,Blender,200.93,2,0.12,0,353.64
O100690,2023-12-16,C1888,USA,Home,Blender,154.76,2,0.08,0,284.76
O100338,2023-12-16,C1449,USA,Grocery,Olive Oil,24.57,3,0.02,0,72.24
O102075,2023-12-16,C1821,Canada,Clothing,T-Shirt,19.67,2,0.0,0,39.34
O101748,2023-12-16,C1563,Canada,Clothing,T-Shirt,35.32,3,0.02,0,103.84
O100758,2023-12-16,C1032,USA,Clothing,T-Shirt,18.19,3,0.02,0,53.48
O102239,2023-12-16,C1660,Germany,Home,Chair,56.89,3,0.04,1,163.84
O102680,2023-12-16,C1659,Canada,Clothing,T-Shirt,60.98,3,0.07,0,170.13
O100760,2023-12-16,C1049,USA,Electronics,Phone,861.27,1,0.01,0,852.66
O102101,2023-12-17,C1292,Australia,Clothing,Jeans,114.57,1,0.04,0,109.99
O101751,2023-12-17,C1083,India,Clothing,Jeans,31.51,2,0.07,0,58.61
O102076,2023-12-18,C1711,Canada,Beauty,Moisturizer,70.17,3,0.08,0,193.67
O101522,2023-12-18,C1399,Germany,Grocery,Coffee,19.8,3,0.18,0,48.71
O101648,2023-12-18,C1779,Canada,Electronics,Laptop,1146.28,4,0.19,0,3713.95
O102437,2023-12-19,C1193,Australia,Home,Chair,242.94,2,0.15,0,413.0
O102150,2023-12-19,C1286,Germany,Home,Chair,55.86,2,0.04,0,107.25
O101823,2023-12-19,C1105,India,Clothing,Jacket,29.82,3,0.0,0,89.46
O101307,2023-12-19,C1220,India,Grocery,Olive Oil,31.25,1,0.08,0,28.75
O101529,2023-12-19,C1916,India,Grocery,Coffee,31.03,2,0.06,0,58.34
O101825,2023-12-19,C1183,Australia,Grocery,Coffee,32.88,1,0.09,0,29.92
O102787,2023-12-20,C1224,Canada,Home,Blender,119.08,4,0.06,0,447.74
O102970,2023-12-20,C1244,UK,Electronics,Laptop,924.96,4,0.16,0,3107.87
O102504,2023-12-20,C1650,Canada,Beauty,Serum,59.8,2,0.05,0,113.62
O102338,2023-12-20,C1495,UK,Beauty,Perfume,53.58,4,0.07,0,199.32
O100320,2023-12-20,C1310,India,Clothing,T-Shirt,102.75,4,0.16,0,345.24
O101844,2023-12-20,C1524,Australia,Electronics,Smartwatch,1027.14,1,0.01,0,1016.87
O102904,2023-12-21,C1149,USA,Electronics,Laptop,768.47,3,0.07,0,2144.03
O101314,2023-12-22,C1693,India,Grocery,Pasta,25.28,3,0.09,0,69.01
O101061,2023-12-22,C1713,UK,Beauty,Moisturizer,56.02,3,0.1,0,151.25
O100901,2023-12-22,C1419,UK,Grocery,Coffee,34.51,3,0.14,0,89.04
O101516,2023-12-22,C1450,India,Home,Blender,77.6,2,0.12,0,136.58
O102276,2023-12-22,C1818,India,Beauty,Serum,87.28,2,0.1,0,157.1
O101328,2023-12-22,C1618,India,Clothing,Shoes,102.68,1,0.05,0,97.55
O101266,2023-12-23,C1412,India,Electronics,Phone,1108.33,1,0.08,0,1019.66
